start,goal,trial,metric,solver_setting,solver,toppra_limits,shortcut,payload_mass,torque_limit_scale,seed,rrt_success,rrt_time,rrt_waypoints,shortcut_time,shortcut_waypoints,num_control_points,shortcut_duration,shortcut_toppra_note,initial_parameterized,initial_cspace,initial_kinetic,cost_scale,solve_time,trajopt_success,solution_result,solver_exit_code,final_cost,final_parameterized,final_cspace,final_kinetic,feasible_fraction,collision_free_fraction,worst_reachability_violation,worst_joint_limit_violation,toppra_note,duration,peak_velocity_utilization,peak_acceleration_utilization,peak_torque_utilization,median_velocity_utilization,velocity_active_fraction,median_acceleration_utilization,acceleration_active_fraction,median_torque_utilization,torque_active_fraction,binding_limit,mechanical_work,positive_work,thermal_integral,kinetic_energy_integral,peak_kinetic_energy
bottom,middle,0,cspace,tight,ipopt,all,True,0.0,1.0,1178565597,True,0.3095095157623291,49,0.2593402862548828,17,17,5.190776545362005,,4.239167263994292,8.653506838271408,23.43304246023828,0.11556008664341175,121.6670172214508,False,SolutionResult.kSolverSpecificError,3,0.032896534777639076,0.1424644350982846,0.28467038865373295,1.0295289330795718,1.0,1.0,0.0,0.0,,1.0105555882203208,1.0004768777668591,1.1879327790678011,0.3702661507552892,0.9742870886384453,0.4825,0.8338604767359571,0.2625,0.21297928089065182,0.0,acceleration,113.78874436188335,94.71537987995526,11664.317125178495,17.303949554804845,16.158549756231377
bottom,middle,0,kinetic,tight,ipopt,all,True,0.0,1.0,1178565597,True,0.3095095157623291,49,0.2593402862548828,17,17,5.190776545362005,,4.239167263994292,8.653506838271408,23.43304246023828,0.042674782913777534,120.32278800010681,False,SolutionResult.kSolverSpecificError,3,0.04374216002518468,0.14391965697824993,0.28764826645383806,1.02501189317269,1.0,1.0,0.0,0.0,,1.0180984355614686,1.0004933048363418,1.1907500736440875,0.3285274635025852,0.9998216068103621,0.5275,0.7642503251190658,0.2225,0.20308302606003364,0.0,acceleration,111.73910376984892,93.68130691129254,11435.82083601978,17.15639149560218,14.967083783505215
bottom,middle,1,parameterized,notebook,ipopt,all,True,0.0,1.0,825772875,True,0.08129048347473145,24,0.3152334690093994,16,16,4.379428565987746,,1.221998592071885,3.4438232943464855,12.753214069933273,0.8183315484058874,5.3082497119903564,True,SolutionResult.kSolutionFound,5,0.08623331176491002,0.10537698556641376,0.5820733379025695,2.2634398088954195,1.0,1.0,0.0,0.0,,1.5596382218991212,1.0008821907380987,1.2127559380654165,0.38173212448584143,0.9999596716329194,0.615,0.08354327832941248,0.1875,0.19575507626459612,0.0,acceleration,113.5049507130797,94.64250757066435,15572.37725808202,21.132745572134752,14.469640199203402
bottom,middle,1,cspace,notebook,ipopt,all,True,0.0,1.0,825772875,True,0.08129048347473145,24,0.3152334690093994,16,16,4.379428565987746,,1.221998592071885,3.4438232943464855,12.753214069933273,0.29037494509129985,60.31497573852539,False,SolutionResult.kSolverSpecificError,3,0.08872983736521983,0.15273462162836854,0.30556988082191916,1.1029420656444962,1.0,1.0,0.0,0.0,,1.011042023952688,1.0005021490054917,1.1766542736129117,0.37203683478473626,0.998929494644492,0.525,0.8245379599142766,0.24,0.2179082925351119,0.0,acceleration,113.30461587026747,94.41679636407505,11720.104237165371,17.32805190522749,16.61317046776838
bottom,middle,1,kinetic,notebook,ipopt,all,True,0.0,1.0,825772875,True,0.08129048347473145,24,0.3152334690093994,16,16,4.379428565987746,,1.221998592071885,3.4438232943464855,12.753214069933273,0.07841160624423144,59.09392690658569,True,SolutionResult.kSolutionFound,5,0.08574747628949367,0.15305227648588715,0.3058228581535288,1.0935559210764398,1.0,1.0,0.0,0.0,,1.0114820460922158,1.0005368886960528,1.172977908848749,0.3613152619743149,0.9995195608577938,0.52,0.8347542889277733,0.2575,0.20661892337186444,0.0,acceleration,113.02179142288938,94.3534666457004,11592.897945782759,17.292142490026034,16.576344793335398
bottom,middle,1,parameterized,tight,ipopt,all,True,0.0,1.0,825772875,True,0.08129048347473145,24,0.3152334690093994,16,16,4.379428565987746,,1.221998592071885,3.4438232943464855,12.753214069933273,0.8183315484058874,15.35903525352478,True,SolutionResult.kSolutionFound,5,0.08602102486648125,0.10511757127541932,0.5798479836011124,2.2182112268544327,1.0,1.0,0.0,2.7162897411336928e-05,,1.5591811698290048,1.0008860235035553,1.2144836568612234,0.3827007443583598,0.9999586453710099,0.6175,0.09835344119847347,0.2125,0.19649227171323724,0.0,acceleration,113.18170956092868,94.69523915725843,15429.203235065506,20.626243483501643,13.832972045272735
bottom,middle,1,cspace,tight,ipopt,all,True,0.0,1.0,825772875,True,0.08129048347473145,24,0.3152334690093994,16,16,4.379428565987746,,1.221998592071885,3.4438232943464855,12.753214069933273,0.29037494509129985,120.18834209442139,False,SolutionResult.kSolverSpecificError,3,0.08872228658187646,0.15272855792591386,0.3055438772583507,1.1023343700115413,1.0,1.0,0.0,0.0,,1.011356905300916,1.000508535648849,1.172851797894154,0.37076361721697065,0.9977213855301817,0.525,0.8420653457660444,0.2375,0.21843205208273545,0.0,acceleration,113.27355905630253,94.43800572140863,11746.7972320038,17.31836068645658,16.721543236181756
bottom,middle,1,kinetic,tight,ipopt,all,True,0.0,1.0,825772875,True,0.08129048347473145,24,0.3152334690093994,16,16,4.379428565987746,,1.221998592071885,3.4438232943464855,12.753214069933273,0.07841160624423144,120.02100825309753,False,SolutionResult.kSolverSpecificError,3,0.08566108508398916,0.15279397820948695,0.305955676371475,1.0924541555388811,1.0,1.0,0.0,0.0,,1.0133031051410095,1.0005327748861559,1.1740640170678203,0.33442789186923627,0.9992610711206289,0.5175,0.8392600550897149,0.275,0.21373855889967194,0.0,acceleration,112.96479705319535,94.24901389509017,11599.300992717934,17.278063725752673,16.79892783837171
bottom,top,7,parameterized,notebook,ipopt,all,True,0.0,1.0,1956161951,True,0.7213068008422852,48,1.0800743103027344,16,16,5.018989425419711,,3.0265934994135124,6.941029855198292,26.003916877498387,0.3304044630353492,5.883590459823608,True,SolutionResult.kSolutionFound,5,0.1665285685904268,0.5040142831624206,3.1724683954965935,13.069018529502292,1.0,1.0,0.0,0.0,,3.101040282312081,1.0019096604053652,1.2143067431284538,0.35907650314598905,1.00000095049282,0.715,0.17518790978048454,0.1825,0.21191773665599772,0.0,acceleration,299.6330209936742,228.24037829051207,29248.93387063993,60.91033275502702,22.46674967624511
bottom,top,7,cspace,notebook,ipopt,all,True,0.0,1.0,1956161951,True,0.7213068008422852,48,1.0800743103027344,16,16,5.018989425419711,,3.0265934994135124,6.941029855198292,26.003916877498387,0.14407083975457585,60.22499942779541,False,SolutionResult.kSolverSpecificError,3,0.19563690134865197,0.7194232200385409,1.3579215730394756,5.63460965767715,1.0,1.0,0.0,0.0,,1.7445908617494421,1.0006165671954348,1.096931427437936,0.4054354095447124,1.000000180254344,0.665,0.3285854749721676,0.165,0.22220451618849893,0.0,acceleration,257.3399204514037,206.34676658075605,22798.212057411394,50.59844287790184,22.02461636992727
bottom,top,7,kinetic,notebook,ipopt,all,True,0.0,1.0,1956161951,True,0.7213068008422852,48,1.0800743103027344,16,16,5.018989425419711,,3.0265934994135124,6.941029855198292,26.003916877498387,0.038455745136814996,60.21980547904968,False,SolutionResult.kSolverSpecificError,3,0.2020937060459639,0.7724772381119425,1.446715058266529,5.255227933484837,0.998,0.998,0.0,0.0,,1.6671654548267012,1.0007990862505658,1.0003090431633554,0.36140110494977873,0.9999828316020403,0.6375,0.343007357367039,0.21,0.19275139072512099,0.0,velocity,267.20754803849826,212.0884405669533,19199.433034285496,49.45663043213104,28.77090640408367
bottom,top,7,parameterized,tight,ipopt,all,True,0.0,1.0,1956161951,True,0.7213068008422852,48,1.0800743103027344,16,16,5.018989425419711,,3.0265934994135124,6.941029855198292,26.003916877498387,0.3304044630353492,12.969244480133057,True,SolutionResult.kSolutionFound,5,0.16623791439276622,0.5031345910572074,3.188953481515919,13.128461271262408,0.998,0.998,0.0,7.04607636827781e-05,,3.109253526576182,1.0016452215914697,1.242937012812287,0.35504553871239003,1.000001168463251,0.72,0.179405260752228,0.1875,0.21338383461178684,0.0,acceleration,296.8151029558604,225.8511972794065,29213.11934850338,61.03257490143181,21.789801934339888
bottom,top,7,cspace,tight,ipopt,all,True,0.0,1.0,1956161951,True,0.7213068008422852,48,1.0800743103027344,16,16,5.018989425419711,,3.0265934994135124,6.941029855198292,26.003916877498387,0.14407083975457585,120.13484954833984,False,SolutionResult.kSolverSpecificError,3,0.19558590156058941,0.7199879255002052,1.3575675819879254,5.605125008613333,1.0,1.0,0.0,0.0,,1.7356053330154737,1.0006853608366952,1.091324372247936,0.40744960345012776,0.9999980791690921,0.665,0.32862552048686233,0.1725,0.2199841011762092,0.0,acceleration,258.538943739556,207.2762703135185,22664.72544673391,50.572453102826124,22.35749441234302
bottom,top,7,kinetic,tight,ipopt,all,True,0.0,1.0,1956161951,True,0.7213068008422852,48,1.0800743103027344,16,16,5.018989425419711,,3.0265934994135124,6.941029855198292,26.003916877498387,0.038455745136814996,120.02192854881287,False,SolutionResult.kSolverSpecificError,3,0.20077850747988152,0.7624965231618839,1.434148970652812,5.221027619295028,0.998,0.998,0.0,0.0,,1.645458602598508,1.0008636451496686,1.0062023591402278,0.4014020331193454,0.9999982561135203,0.6375,0.42316453472239834,0.2275,0.19922345897846994,0.0,acceleration,264.12944293897357,210.14227096950944,19355.14336954791,50.01258590758021,28.512976793215774
bottom,middle,8,parameterized,notebook,ipopt,all,True,0.0,1.0,1222964207,True,0.3705005645751953,53,0.44335389137268066,18,18,5.481883309356471,,4.2711531413488455,12.91632555035943,29.5939583712291,0.23412880945874875,10.1004159450531,True,SolutionResult.kSolutionFound,5,0.022451816922907247,0.09589514837926283,0.4816048228914036,1.774079533928797,1.0,1.0,0.0,0.0,,1.5034363110466633,1.0011762704666827,1.015442914424063,0.3844102889578934,0.9999273773356878,0.6275,0.28649811694978133,0.1825,0.19933674540047758,0.0,acceleration,111.29860838123773,93.48659614726029,15076.923152066716,19.43384118145357,12.133650147999866
bottom,middle,8,cspace,notebook,ipopt,all,True,0.0,1.0,1222964207,True,0.3705005645751953,53,0.44335389137268066,18,18,5.481883309356471,,4.2711531413488455,12.91632555035943,29.5939583712291,0.07742139946079112,49.558948278427124,True,SolutionResult.kSolutionFound,5,0.020877609193730773,0.13578992388485667,0.2696619970594036,0.9802600595034469,1.0,1.0,0.0,0.0,,0.995626402100334,1.0005752046476888,1.2273000093835738,0.38793346038776694,0.9935558741786059,0.505,0.8233532154699579,0.2825,0.2262214788837339,0.0,acceleration,117.16337952097606,96.49207117803239,11754.070826469553,17.95650430397297,17.803659535961348
bottom,middle,8,kinetic,notebook,ipopt,all,True,0.0,1.0,1222964207,True,0.3705005645751953,53,0.44335389137268066,18,18,5.481883309356471,,4.2711531413488455,12.91632555035943,29.5939583712291,0.03379068076855134,60.109854221343994,False,SolutionResult.kSolverSpecificError,3,0.03338903762851674,0.14621161158990004,0.2824640686180063,0.9881137896337265,1.0,1.0,0.0,0.0,,1.0241376065655934,1.0006552040500893,1.2082968577016202,0.34435565793719575,0.9997485407818062,0.53,0.7953157983241383,0.21,0.21840666306001633,0.0,acceleration,118.21039905337443,96.96731368856538,11654.285713639532,17.521256326970935,15.103327774049077
bottom,middle,8,parameterized,tight,ipopt,all,True,0.0,1.0,1222964207,True,0.3705005645751953,53,0.44335389137268066,18,18,5.481883309356471,,4.2711531413488455,12.91632555035943,29.5939583712291,0.23412880945874875,22.371697902679443,True,SolutionResult.kSolutionFound,0,0.02140594181400568,0.0914280556224214,0.49381728336068287,1.8918928435345883,1.0,1.0,0.0,3.465463470142538e-05,,1.5627014411148956,1.0010357521031008,1.2490185934188311,0.4309875521734088,0.9999711802491587,0.6125,0.07905399432356877,0.195,0.1960160032956324,0.0,acceleration,112.78330454634121,94.43692292937152,15523.371152483422,20.569918058715114,14.33303460010605
