start,goal,trial,metric,solver_setting,solver,toppra_limits,shortcut,payload_mass,torque_limit_scale,seed,rrt_success,rrt_time,rrt_waypoints,shortcut_time,shortcut_waypoints,num_control_points,shortcut_duration,shortcut_toppra_note,initial_parameterized,initial_cspace,initial_kinetic,cost_scale,solve_time,trajopt_success,solution_result,solver_exit_code,snopt_solve_time,final_cost,final_parameterized,final_cspace,final_kinetic,feasible_fraction,collision_free_fraction,worst_reachability_violation,worst_joint_limit_violation,toppra_note,duration,peak_velocity_utilization,peak_acceleration_utilization,peak_torque_utilization,binding_limit,mechanical_work,positive_work,thermal_integral,kinetic_energy_integral,peak_kinetic_energy
bottom,middle,0,parameterized,notebook,snopt,all,True,0.0,1.0,1178565597,True,0.5576231479644775,49,0.70363450050354,17,17,5.190776545362005,,4.239167263994292,8.653506838271408,23.43304246023828,0.2358953864579915,8.864405155181885,False,SolutionResult.kIterationLimit,31,8.852525417,3023.9871130893066,12819.187176548794,13147.00710734559,41794.7244495297,0.006,0.036,12.540395440837745,0.9984390410238166,,109.79299824702842,11.439196548669582,34.61866860563243,9.495181905814757,acceleration,28566.04030484324,17893.276688271824,1904515.2914749277,4455.340009751233,566.5234026539957
bottom,middle,0,cspace,notebook,snopt,all,True,0.0,1.0,1178565597,True,0.5576231479644775,49,0.70363450050354,17,17,5.190776545362005,,4.239167263994292,8.653506838271408,23.43304246023828,0.11556008664341175,10.266853094100952,False,SolutionResult.kIterationLimit,31,10.257271428,788.9925182608678,6826.934614089014,6827.552152115399,21753.821321375945,0.042,0.128,10.58524770846289,0.9576733601477163,,92.93683487085687,11.330859211911372,164.3045668357877,34.65166948567873,acceleration,55941.41057965893,11900.260869548483,17086640.360545136,3235.368666781116,551.3895275175317
bottom,middle,0,kinetic,notebook,snopt,all,True,0.0,1.0,1178565597,True,0.5576231479644775,49,0.70363450050354,17,17,5.190776545362005,,4.239167263994292,8.653506838271408,23.43304246023828,0.042674782913777534,14.345359802246094,False,SolutionResult.kIterationLimit,31,14.338719152,1368.5333445011318,8393.535173333126,8735.10268896783,32068.899969946924,0.028,0.124,11.972531115833538,0.997696975898759,,136.49909776602738,29.587803860700465,1564.3972767962966,354.17922691113205,acceleration,1247580.9237246707,8028.376904575047,1861339380.0906224,6288.08243562219,3917.6814514418957
bottom,middle,0,parameterized,tight,snopt,all,True,0.0,1.0,1178565597,True,0.5576231479644775,49,0.70363450050354,17,17,5.190776545362005,,4.239167263994292,8.653506838271408,23.43304246023828,0.2358953864579915,13.316386699676514,False,SolutionResult.kIterationLimit,31,13.310388105,3023.9871130893066,12819.187176548794,13147.00710734559,41794.7244495297,0.006,0.036,12.540395440837745,0.9984390410238166,,109.79299824702842,11.439196548669582,34.61866860563243,9.495181905814757,acceleration,28566.04030484324,17893.276688271824,1904515.2914749277,4455.340009751233,566.5234026539957
bottom,middle,0,cspace,tight,snopt,all,True,0.0,1.0,1178565597,True,0.5576231479644775,49,0.70363450050354,17,17,5.190776545362005,,4.239167263994292,8.653506838271408,23.43304246023828,0.11556008664341175,12.342349767684937,False,SolutionResult.kIterationLimit,31,12.336467035,788.9925182608678,6826.934614089014,6827.552152115399,21753.821321375945,0.042,0.128,10.58524770846289,0.9576733601477163,,92.93683487085687,11.330859211911372,164.3045668357877,34.65166948567873,acceleration,55941.41057965893,11900.260869548483,17086640.360545136,3235.368666781116,551.3895275175317
bottom,middle,0,kinetic,tight,snopt,all,True,0.0,1.0,1178565597,True,0.5576231479644775,49,0.70363450050354,17,17,5.190776545362005,,4.239167263994292,8.653506838271408,23.43304246023828,0.042674782913777534,14.688125848770142,False,SolutionResult.kIterationLimit,31,14.675095684,1368.5333445011318,8393.535173333126,8735.10268896783,32068.899969946924,0.028,0.124,11.972531115833538,0.997696975898759,,136.49909776602738,29.587803860700465,1564.3972767962966,354.17922691113205,acceleration,1247580.9237246707,8028.376904575047,1861339380.0906224,6288.08243562219,3917.6814514418957
bottom,top,1,parameterized,notebook,snopt,all,True,0.0,1.0,502992042,True,0.08367609977722168,27,0.33177852630615234,16,16,4.942076152851608,,1.8186302897418822,5.849342098841292,24.082646596949488,0.5498643708072902,1.0147640705108643,True,SolutionResult.kSolutionFound,1,1.005727197,0.45844366299970807,0.8337395316714866,2.758871639178584,11.325042684001332,1.0,1.0,0.0,0.0,,2.7195166286413865,1.0025019739142265,1.2041816954655138,0.3148057267098626,acceleration,284.6284960012903,220.60393080316504,27845.742178404595,55.603500686880054,17.557139119459748
bottom,top,1,cspace,notebook,snopt,all,True,0.0,1.0,502992042,True,0.08367609977722168,27,0.33177852630615234,16,16,4.942076152851608,,1.8186302897418822,5.849342098841292,24.082646596949488,0.17095939733087112,2.539876699447632,True,SolutionResult.kSolutionFound,1,2.532341545,0.2868537490235173,0.8999483614669079,1.6779057103737136,6.470777557316175,1.0,1.0,0.0,0.0,,1.8176177664924837,1.000704159994263,1.1413342594044456,0.42443303413362116,acceleration,263.7680905636084,209.636100199101,23388.961274411613,53.74548898154023,22.329855793383953
bottom,top,1,kinetic,notebook,snopt,all,True,0.0,1.0,502992042,True,0.08367609977722168,27,0.33177852630615234,16,16,4.942076152851608,,1.8186302897418822,5.849342098841292,24.082646596949488,0.0415236753973157,6.101600885391235,True,SolutionResult.kSolutionFound,1,6.09517321,0.24051780933254985,0.9269370764537115,1.5728897805143724,5.792305402428278,1.0,1.0,0.0,0.0,,1.6491569794727503,1.0008142389037722,1.0984195609935885,0.3887840211867049,acceleration,263.5274102677855,210.3293098496094,21782.29289203941,54.49849132648334,23.982956931445045
bottom,top,1,parameterized,tight,snopt,all,True,0.0,1.0,502992042,True,0.08367609977722168,27,0.33177852630615234,16,16,4.942076152851608,,1.8186302897418822,5.849342098841292,24.082646596949488,0.5498643708072902,7.350783586502075,True,SolutionResult.kSolutionFound,1,7.345657077,0.27651731568535826,0.5028827659435083,3.198922716761892,13.114167006059018,0.998,0.998,0.0,2.0970093100647347e-05,,3.1140878346223406,1.0016690959782164,1.2346618375469125,0.35206655125634206,acceleration,295.63732254785776,225.31761418814668,29012.3750543834,60.50505252735208,21.783914360848307
bottom,top,1,cspace,tight,snopt,all,True,0.0,1.0,502992042,True,0.08367609977722168,27,0.33177852630615234,16,16,4.942076152851608,,1.8186302897418822,5.849342098841292,24.082646596949488,0.17095939733087112,36.70113658905029,True,SolutionResult.kSolutionFound,1,36.695495456,0.23254548410609585,0.7274147177863192,1.3602380900772144,5.4289180961592995,1.0,1.0,0.0,0.0,,1.6881079909662906,1.0006905649848572,1.0897638870391821,0.3926698904764816,acceleration,259.2525750481407,207.41637670646242,21883.49677774586,50.97812751886496,24.96484518966031
bottom,top,1,kinetic,tight,snopt,all,True,0.0,1.0,502992042,True,0.08367609977722168,27,0.33177852630615234,16,16,4.942076152851608,,1.8186302897418822,5.849342098841292,24.082646596949488,0.0415236753973157,44.97564125061035,True,SolutionResult.kSolutionFound,1,44.960433254,0.2192702017899433,0.7906088198729542,1.415492143294036,5.280606778949005,1.0,1.0,0.0,0.0,,1.5690430214560092,1.0007086099002953,1.0492867286907273,0.4299590682568845,acceleration,267.5491403315216,211.73827110393813,21131.723343328395,53.970019959619236,30.463981391178358
bottom,middle,4,parameterized,notebook,snopt,all,True,0.0,1.0,1095942084,True,0.42376232147216797,42,0.7045204639434814,11,11,3.1784319115945876,,6.300809260908588,12.030618147434614,41.17774215319822,0.15870977180728021,3.4528205394744873,True,SolutionResult.kSolutionFound,1,3.443796397,0.14727207956296978,0.9279332827836249,2.517916162033488,10.578945591752364,1.0,1.0,0.0,0.0,,1.9763725511500032,1.0004711303510148,1.122520423430568,0.3945762742570957,acceleration,218.465376143585,148.95816856100063,24874.716542262962,50.651736432048196,21.4988083472559
bottom,middle,4,cspace,notebook,snopt,all,True,0.0,1.0,1095942084,True,0.42376232147216797,42,0.7045204639434814,11,11,3.1784319115945876,,6.300809260908588,12.030618147434614,41.17774215319822,0.08312124844667587,2.8883097171783447,True,SolutionResult.kSolutionFound,1,2.876670331,0.17539002758660874,1.213825251821103,2.1100504487625127,9.19087941747163,1.0,1.0,0.0,0.0,,1.7352425990779181,1.0005296404300577,1.06000242510186,0.4005894643042977,acceleration,206.06694780193664,142.57196023244478,23420.48251718311,50.67557958675239,21.971252083402433
bottom,middle,4,kinetic,notebook,snopt,all,True,0.0,1.0,1095942084,True,0.42376232147216797,42,0.7045204639434814,11,11,3.1784319115945876,,6.300809260908588,12.030618147434614,41.17774215319822,0.02428496434504803,4.854036569595337,True,SolutionResult.kSolutionFound,1,4.847405582,0.1877278353115469,1.115250857886559,1.9666507632789496,7.7302083974369395,1.0,1.0,0.0,0.0,,1.6427355597304678,1.0003701586679028,1.0989182887650428,0.35023804809087417,acceleration,205.69186926282396,142.53895219172878,23176.81591014831,46.54060762284272,23.06800470750873
bottom,middle,4,parameterized,tight,snopt,all,True,0.0,1.0,1095942084,True,0.42376232147216797,42,0.7045204639434814,11,11,3.1784319115945876,,6.300809260908588,12.030618147434614,41.17774215319822,0.15870977180728021,7.1350486278533936,True,SolutionResult.kSolutionFound,1,7.128139735,0.02524948415715783,0.1590921836105833,0.8613961585520471,3.302839561021503,1.0,1.0,0.0,1.3133476536530964e-05,,1.5188702685434154,1.000363849378068,1.1421554843477222,0.3711024166776749,acceleration,112.13717763694746,94.03618994525503,15197.911428253243,20.97203550933521,15.352659322348005
bottom,middle,4,cspace,tight,snopt,all,True,0.0,1.0,1095942084,True,0.42376232147216797,42,0.7045204639434814,11,11,3.1784319115945876,,6.300809260908588,12.030618147434614,41.17774215319822,0.08312124844667587,35.3105845451355,True,SolutionResult.kSolutionFound,1,35.298567568,0.03938822795006533,0.23969500136664162,0.4738647299713472,1.6989732206795087,1.0,1.0,0.0,0.0,,1.0058679984254293,1.0002550238753916,1.101181758953163,0.3506221633145367,acceleration,111.49333083428368,93.77419400288693,11428.933403892119,17.426726203716107,14.293234153358902
bottom,middle,4,kinetic,tight,snopt,all,True,0.0,1.0,1095942084,True,0.42376232147216797,42,0.7045204639434814,11,11,3.1784319115945876,,6.300809260908588,12.030618147434614,41.17774215319822,0.02428496434504803,52.73319411277771,True,SolutionResult.kSolutionFound,1,52.726870847,0.04127104048881092,0.23969072843180522,0.4777357582931482,1.6994482636424597,1.0,1.0,0.0,0.0,,1.013981775138431,1.0002728786482176,1.1054465547000543,0.35053300994633074,acceleration,110.24267398350028,92.91085165573622,11292.382678843845,17.291905781144436,13.613507659314648
bottom,top,4,parameterized,notebook,snopt,all,True,0.0,1.0,1838282789,True,0.3488647937774658,29,0.6976053714752197,19,19,5.01493635947735,,2.155158726431325,4.53338186016062,17.213330786207926,0.46400294685295673,2.533306121826172,True,SolutionResult.kSolutionFound,1,2.522915395,0.4372985569703197,0.9424478011104096,2.3164014682948144,9.002894586751534,0.998,0.998,0.0,0.0,,2.454717345539053,1.0008026669582109,1.1897693161790897,0.4082476136119682,acceleration,345.7716529721165,251.57007820562376,31096.566604130137,64.06916396757387,25.208331523223052
bottom,top,4,cspace,notebook,snopt,all,True,0.0,1.0,1838282789,True,0.3488647937774658,29,0.6976053714752197,19,19,5.01493635947735,,2.155158726431325,4.53338186016062,17.213330786207926,0.22058587404427682,3.226611614227295,True,SolutionResult.kSolutionFound,1,3.218965193,0.36955529507812424,0.9465603005619767,1.6753352710334741,6.339777437634653,1.0,1.0,0.0,0.0,,1.9025181682100516,1.000496888879562,1.240868246972523,0.39758971420169836,acceleration,295.8567789808821,226.76948641376552,25883.869063790422,62.16577511190203,25.871161966328255
bottom,top,4,kinetic,notebook,snopt,all,True,0.0,1.0,1838282789,True,0.3488647937774658,29,0.6976053714752197,19,19,5.01493635947735,,2.155158726431325,4.53338186016062,17.213330786207926,0.05809450898377226,9.729201316833496,True,SolutionResult.kSolutionFound,1,9.722517396,0.303086080540754,0.8810538633188669,1.4396237147991546,5.217120961043255,1.0,1.0,0.0,0.0,,1.6851568351853048,1.0005899970443535,1.2006630656823436,0.43634484217121566,acceleration,280.8667789540308,219.04285843544773,22885.431531708746,58.906452794158675,27.389289655349444
bottom,top,4,parameterized,tight,snopt,all,True,0.0,1.0,1838282789,True,0.3488647937774658,29,0.6976053714752197,19,19,5.01493635947735,,2.155158726431325,4.53338186016062,17.213330786207926,0.46400294685295673,14.233660697937012,True,SolutionResult.kSolutionFound,1,14.227411549,0.1934167225532555,0.41684373744839326,2.6596489618167403,10.926544534331713,1.0,1.0,0.0,4.18413142155849e-05,,3.132015460878777,1.00265931000132,1.1950630054376703,0.35568053255376003,acceleration,298.8499733141804,227.21976187005902,29398.88230989982,61.03525957489295,22.517402844338562
bottom,top,4,cspace,tight,snopt,all,True,0.0,1.0,1838282789,True,0.3488647937774658,29,0.6976053714752197,19,19,5.01493635947735,,2.155158726431325,4.53338186016062,17.213330786207926,0.22058587404427682,44.21521019935608,False,SolutionResult.kSolverSpecificError,41,44.20809761,0.2477698577745673,0.5998047389680922,1.1232353787298002,4.652204506393977,0.996,0.996,0.0,0.0,,1.7148174792367916,1.00075665144159,1.1492552934351221,0.4072486265993567,acceleration,260.167324797481,207.32963267337914,22270.393697356143,50.724263578918865,23.103527967423663
